,title,population,visiting_status,datetime_of_data,full_address,bop_region,county,judicial_district,gender,zip_code
144,FMC BUTNER,846,Not Suspended,2024-02-03 19:28:27 PST,"OLD N. CAROLINA HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,Granville,Eastern North Carolina,Male,27509
145,USP CANAAN,1278,Suspended,2024-02-03 19:28:43 PST,"3057 ERIC J. WILLIAMS, WAYMART, PA 18472",Northeast Region,WAYNE,Middle Pennsylvania,Male,18472
146,FMC CARSWELL,981,Not Suspended,2024-02-03 19:28:58 PST,"NAVAL AIR STATION, FORT WORTH, TX 76127",South Central Region,TARRANT,Northern Texas,Female,76127
147,MCC CHICAGO,519,Not Suspended,2024-02-03 19:29:14 PST,"71 WEST VAN BUREN STREET, CHICAGO, IL 60605",North Central Region,COOK,Northern Illinois,Male and Female,60605
148,FCI COLEMAN LOW,2055,Suspended,2024-02-03 19:29:30 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
149,FCI COLEMAN MEDIUM,1569,Not Suspended,2024-02-03 19:29:45 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
150,USP COLEMAN II,1172,Not Suspended,2024-02-03 19:30:01 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
151,USP COLEMAN I,1412,Not Suspended,2024-02-03 19:30:17 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
152,FCI CUMBERLAND,1045,Not Suspended,2024-02-03 19:30:33 PST,"14601 BURBRIDGE RD SE, CUMBERLAND, MD 21502",Mid-Atlantic Region,Allegany,Maryland,Male,21502
153,FCI DANBURY,1028,Not Suspended,2024-02-03 19:30:49 PST,"33 1/2 PEMBROKE STATION, DANBURY, CT 06811",Northeast Region,FAIRFIELD,Connecticut,Male and Female,06811
154,FMC DEVENS,919,Not Suspended,2024-02-03 19:31:05 PST,"42 PATTON ROAD, AYER, MA 01432",Northeast Region,MIDDLESEX,Massachusetts,Male,01432
155,FCI DUBLIN,691,Not Suspended,2024-02-03 19:31:20 PST,"5701 8TH ST - CAMP PARKS, DUBLIN, CA 94568",Western Region,Alameda,Northern California,Female,94568
156,FPC DULUTH,456,Not Suspended,2024-02-03 19:31:36 PST,"4464 RALSTON DRIVE, DULUTH, MN 55811",North Central Region,SAINT LOUIS,Minnesota,Male,55811
157,FCI EDGEFIELD,2072,Not Suspended,2024-02-03 19:31:52 PST,"501 GARY HILL ROAD, EDGEFIELD, SC 29824",Southeast Region,Edgefield,South Carolina,Male,29824
158,FCI EL RENO,1214,Not Suspended,2024-02-03 19:32:08 PST,"4205 HIGHWAY 66 WEST, EL RENO, OK 73036",South Central Region,CANADIAN,Western Oklahoma,Male,73036
159,FCI ELKTON,1891,Not Suspended,2024-02-03 19:32:24 PST,"8730 SCROGGS ROAD, LISBON, OH 44432",Northeast Region,COLUMBIANA,Northern Ohio,Male,44432
160,FCI ENGLEWOOD,894,Not Suspended,2024-02-03 19:32:40 PST,"9595 WEST QUINCY AVENUE, LITTLETON, CO 80123",North Central Region,JEFFERSON,Colorado,Male,80123
161,FCI ESTILL,66,Not Suspended,2024-02-03 19:32:56 PST,"100 PRISON ROAD, ESTILL, SC 29918",Southeast Region,HAMPTON,South Carolina,Male,29918
162,FCI FAIRTON,795,Not Suspended,2024-02-03 19:33:11 PST,"655 FAIRTON-MILLVILLE ROAD, FAIRTON, NJ 08320",Northeast Region,Cumberland,New Jersey,Male,08320
163,FCI FLORENCE,1248,Not Suspended,2024-02-03 19:33:27 PST,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
164,USP FLORENCE ADMAX,328,Not Suspended,2024-02-03 19:33:43 PST,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
165,USP FLORENCE - HIGH,911,Suspended,2024-02-03 19:33:59 PST,"5880 HWY 67 S, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
166,FCI FORREST CITY MEDIUM,1652,Not Suspended,2024-02-03 19:34:14 PST,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male,72335
167,FCI FORREST CITY LOW,1801,Not Suspended,2024-02-03 19:34:30 PST,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male,72335
168,FCI FORT DIX,3862,Not Suspended,2024-02-03 19:34:46 PST,"5756 HARTFORD &, JOINT BASE MDL, NJ 08640",Northeast Region,BURLINGTON,New Jersey,Male,08640
169,FMC FORT WORTH,1453,Not Suspended,2024-02-03 19:35:02 PST,"3150 HORTON ROAD, FORT WORTH, TX 76119",South Central Region,Tarrant,Northern Texas,Male,76119
170,FCI GILMER,1636,Not Suspended,2024-02-03 19:35:18 PST,"201 FCI LANE, GLENVILLE, WV 26351",Mid-Atlantic Region,GILMER,Northern West Virginia,Male,26351
171,FCI GREENVILLE,1299,Suspended,2024-02-03 19:35:33 PST,"100 U.S. HWY 40, GREENVILLE, IL 62246",North Central Region,Bond,Southern Illinois,Male and Female,62246
172,MDC GUAYNABO,1151,Suspended,2024-02-03 19:35:49 PST,"652 CARRETERA 28, GUAYNABO, PR 00965",Southeast Region,GUAYNABO,"Puerto Rico, U.S. Virgin Islands",Male and Female,00965
173,FCI HAZELTON,1973,Not Suspended,2024-02-03 19:36:05 PST,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male and Female,26525
174,USP HAZELTON,1427,Not Suspended,2024-02-03 19:36:20 PST,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male,26525
175,FCI HERLONG,1473,Not Suspended,2024-02-03 19:36:36 PST,"741-925 ACCESS ROAD A-25, HERLONG, CA 96113",Western Region,Lassen,Eastern California,Male,96113
176,FDC HONOLULU,247,Not Suspended,2024-02-03 19:36:52 PST,"351 ELLIOTT ST, HONOLULU, HI 96819",Western Region,Honolulu,Hawaii,Male and Female,96819
177,FDC HOUSTON,672,Not Suspended,2024-02-03 19:37:08 PST,"1200 TEXAS AVENUE, HOUSTON, TX 77002",South Central Region,Harris,Southern Texas,Male and Female,77002
178,FCI JESUP,1655,Not Suspended,2024-02-03 19:37:24 PST,"2600 HIGHWAY 301 SOUTH, JESUP, GA 31599",Southeast Region,,Southern Georgia,Male,31599
179,FCI LA TUNA,700,Not Suspended,2024-02-03 19:37:41 PST,"8500 DONIPHAN ROAD, ANTHONY, TX 79821",South Central Region,EL PASO,Western Texas,Male,79821
180,USP LEAVENWORTH,1979,Not Suspended,2024-02-03 19:37:57 PST,"1300 METROPOLITAN, LEAVENWORTH, KS 66048",North Central Region,Leavenworth,Kansas,Male,66048
181,USP LEE,1451,Not Suspended,2024-02-03 19:38:13 PST,"LEE COUNTY INDUSTRIAL PARK, PENNINGTON GAP, VA 24277",Mid-Atlantic Region,Lee,Western Virginia,Male,24277
182,USP LEWISBURG,965,Not Suspended,2024-02-03 19:38:28 PST,"2400 ROBERT F. MILLER DRIVE, LEWISBURG, PA 17837",Northeast Region,UNION,Middle Pennsylvania,Male,17837
183,FMC LEXINGTON,1256,Not Suspended,2024-02-03 19:38:45 PST,"3301 LEESTOWN ROAD, LEXINGTON, KY 40511",Mid-Atlantic Region,Fayette,Eastern Kentucky,Male and Female,40511
184,FCI LOMPOC,932,Not Suspended,2024-02-03 19:39:00 PST,"3600 GUARD ROAD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
185,USP LOMPOC,2315,Not Suspended,2024-02-03 19:39:16 PST,"3901 KLEIN BLVD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
186,FCI LORETTO,805,Not Suspended,2024-02-03 19:39:32 PST,"772 SAINT JOSEPH ST., LORETTO, PA 15940",Northeast Region,CAMBRIA,Western Pennsylvania,Male,15940
187,MDC LOS ANGELES,596,Not Suspended,2024-02-03 19:39:48 PST,"535 N ALAMEDA STREET, LOS ANGELES, CA 90012",Western Region,Los Angeles,Central California,Male and Female,90012
188,FCI MANCHESTER,1128,Not Suspended,2024-02-03 19:40:03 PST,"805 FOX HOLLOW ROAD, MANCHESTER, KY 40962",Mid-Atlantic Region,Clay,Eastern Kentucky,Male,40962
189,FCI MARIANNA,1223,Not Suspended,2024-02-03 19:40:19 PST,"3625 FCI ROAD, MARIANNA, FL 32446",Southeast Region,Jackson,Northern Florida,Male and Female,32446
190,USP MARION,1327,Not Suspended,2024-02-03 19:40:35 PST,"4500 PRISON ROAD, MARION, IL 62959",North Central Region,Williamson,Southern Illinois,Male,62959
191,USP MCCREARY,1572,Not Suspended,2024-02-03 19:40:51 PST,"330 FEDERAL WAY, PINE KNOT, KY 42635",Mid-Atlantic Region,McCreary,Eastern Kentucky,Male,42635
192,FCI MCDOWELL,1551,Not Suspended,2024-02-03 19:41:08 PST,"101 FEDERAL DRIVE, WELCH, WV 24801",Mid-Atlantic Region,MCDOWELL,Southern West Virginia,Male,24801
193,FCI MCKEAN,1156,Suspended,2024-02-03 19:41:24 PST,"6975 ROUTE 59, LEWIS RUN, PA 16738",Northeast Region,MCKEAN,Western Pennsylvania,Male,16738
194,FCI MEMPHIS,1060,Not Suspended,2024-02-03 19:41:40 PST,"1101 JOHN A DENIE ROAD, MEMPHIS, TN 38134",Mid-Atlantic Region,SHELBY,Western Tennessee,Male,38134
195,FCI MENDOTA,1039,Suspended,2024-02-03 19:41:56 PST,"33500 WEST CALIFORNIA AVENUE, MENDOTA, CA 93640",Western Region,FRESNO,Eastern District of California,Male,93640
196,FCI MIAMI,966,Not Suspended,2024-02-03 19:42:12 PST,"15801 S.W. 137TH AVENUE, MIAMI, FL 33177",Southeast Region,Miami-Dade,Southern Florida,Male,33177
197,FDC MIAMI,948,Not Suspended,2024-02-03 19:42:27 PST,"33 NE 4TH STREET, MIAMI, FL 33132",Southeast Region,Miami-Dade,Southern Florida,Male and Female,33132
198,FCI MILAN,1549,Not Suspended,2024-02-03 19:42:43 PST,"4004 EAST ARKONA ROAD, MILAN, MI 48160",North Central Region,WASHTENAW,Eastern Michigan,Male,48160
199,FPC MONTGOMERY,626,Not Suspended,2024-02-03 19:42:59 PST,"MAXWELL AIR FORCE BASE, MONTGOMERY, AL 36112",Southeast Region,MONTGOMERY,Middle Alabama,Male,36112
200,FCI MORGANTOWN,409,Not Suspended,2024-02-03 19:43:16 PST,"446 GREENBAG ROAD, ROUTE 857, MORGANTOWN, WV 26501",Mid-Atlantic Region,Monongalia,Northern West Virginia,Male,26501
201,MCC NEW YORK,0,Suspended,2024-02-03 19:43:34 PST,"150 PARK ROW, NEW YORK, NY 10007",Northeast Region,New York,Southern New York,Male,10007
202,FCI OAKDALE II,1146,Not Suspended,2024-02-03 19:43:50 PST,"2105 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male,71463
203,FCI OAKDALE I,829,Not Suspended,2024-02-03 19:44:06 PST,"1507 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male,71463
204,FTC OKLAHOMA CITY,1157,Not Suspended,2024-02-03 19:44:22 PST,"7410 S. MACARTHUR BLVD, OKLAHOMA CITY, OK 73169",South Central Region,OKLAHOMA,Western Oklahoma,Male and Female,73169
205,FCI OTISVILLE,1054,Not Suspended,2024-02-03 19:44:39 PST,"TWO MILE DRIVE, OTISVILLE, NY 10963",Northeast Region,ORANGE,Southern New York,Male,10963
206,FCI OXFORD,1033,Not Suspended,2024-02-03 19:44:54 PST,"COUNTY ROAD G & ELK AVENUE, OXFORD, WI 53952",North Central Region,ADAMS,Western Wisconsin,Male,53952
207,FCI PEKIN,1278,Not Suspended,2024-02-03 19:45:11 PST,"2600 S. SECOND ST., PEKIN, IL 61554",North Central Region,TAZEWELL,Central Illinois,Male and Female,61554
208,FPC PENSACOLA,469,Not Suspended,2024-02-03 19:45:26 PST,"110 RABY AVE, PENSACOLA, FL 32509",Southeast Region,ESCAMBIA,Northern Florida,Male,32509
209,FCI PETERSBURG MEDIUM,1690,Not Suspended,2024-02-03 19:45:43 PST,"1060 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male,23860
210,FCI PETERSBURG LOW,677,Not Suspended,2024-02-03 19:45:58 PST,"1100 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male,23860
211,FDC PHILADELPHIA,877,Not Suspended,2024-02-03 19:46:15 PST,"700 ARCH STREET, PHILADELPHIA, PA 19106",Northeast Region,Philadelphia,Eastern Pennsylvania,Male and Female,19106
212,FCI PHOENIX,1162,Not Suspended,2024-02-03 19:46:30 PST,"37900 N 45TH AVE, PHOENIX, AZ 85086",Western Region,Maricopa,Arizona,Male and Female,85086
213,FCI POLLOCK,1569,Not Suspended,2024-02-03 19:46:47 PST,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,GRANT,Western Louisiana,Male,71467
214,USP POLLOCK,1107,Not Suspended,2024-02-03 19:47:03 PST,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,Grant,Western Louisiana,Male,71467
215,FCI RAY BROOK,693,Not Suspended,2024-02-03 19:47:19 PST,"128 RAY BROOK ROAD, RAY BROOK, NY 12977",Northeast Region,Essex,Northern New York,Male,12977
216,FMC ROCHESTER,575,Not Suspended,2024-02-03 19:47:35 PST,"2110 EAST CENTER STREET, ROCHESTER, MN 55904",North Central Region,OLMSTED,Minnesota,Male,55904
217,FCI SAFFORD,642,Not Suspended,2024-02-03 19:47:51 PST,"1529 WEST HIGHWAY 366, SAFFORD, AZ 85546",Western Region,Graham,Arizona,Male,85546
218,MCC SAN DIEGO,635,Not Suspended,2024-02-03 19:48:07 PST,"808 UNION STREET, SAN DIEGO, CA 92101",Western Region,San Diego,Southern California,Male and Female,92101
219,FCI SANDSTONE,1118,Not Suspended,2024-02-03 19:48:24 PST,"2300 COUNTY RD 29, SANDSTONE, MN 55072",North Central Region,Pine,Minnesota,Male,55072
220,FCI SCHUYLKILL,1030,Not Suspended,2024-02-03 19:48:40 PST,"INTERSTATE 81 & 901 W, MINERSVILLE, PA 17954",Northeast Region,SCHUYLKILL,Middle Pennsylvania,Male,17954
221,FCI SEAGOVILLE,1731,Not Suspended,2024-02-03 19:48:56 PST,"2113 NORTH HWY 175, SEAGOVILLE, TX 75159",South Central Region,Dallas,Northern Texas,Male,75159
222,FDC SEATAC,776,Not Suspended,2024-02-03 19:49:12 PST,"2425 SOUTH 200TH STREET, SEATTLE, WA 98198",Western Region,King,Western Washington,Male and Female,98198
223,FCI SHERIDAN,1618,Not Suspended,2024-02-03 19:49:29 PST,"27072 BALLSTON ROAD, SHERIDAN, OR 97378",Western Region,YAMHILL,Oregon,Male,97378
224,MCFP SPRINGFIELD,941,Not Suspended,2024-02-03 19:49:45 PST,"1900 W. SUNSHINE ST, SPRINGFIELD, MO 65807",North Central Region,GREENE,Western Missouri,Male,65807
225,FCI TALLADEGA,1140,Not Suspended,2024-02-03 19:50:02 PST,"565 EAST RENFROE ROAD, TALLADEGA, AL 35160",Southeast Region,Talladega,Northern Alabama,Male,35160
226,FCI TALLAHASSEE,1003,Not Suspended,2024-02-03 19:50:18 PST,"501 CAPITAL CIRCLE, NE, TALLAHASSEE, FL 32301",Southeast Region,Leon,Northern Florida,Male and Female,32301
227,FCI TERMINAL ISLAND,953,Not Suspended,2024-02-03 19:50:35 PST,"1299 SEASIDE AVENUE, SAN PEDRO, CA 90731",Western Region,LOS ANGELES,Central California,Male,90731
228,FCI TERRE HAUTE,1469,Not Suspended,2024-02-03 19:50:51 PST,"4200 BUREAU ROAD NORTH, TERRE HAUTE, IN 47808",North Central Region,VIGO,Southern Indiana,Male,47808
229,USP TERRE HAUTE,1115,Not Suspended,2024-02-03 19:51:08 PST,"4700 BUREAU ROAD SOUTH, TERRE HAUTE, IN 47802",North Central Region,VIGO,Southern Indiana,Male,47802
230,FCI TEXARKANA,1230,Not Suspended,2024-02-03 19:51:23 PST,"4001 LEOPARD DRIVE, TEXARKANA, TX 75501",South Central Region,Bowie,Eastern Texas,Male,75501
231,FCI THOMSON,1807,Not Suspended,2024-02-03 19:51:40 PST,"1100 ONE MILE ROAD, THOMSON, IL 61285",North Central Region,CARROLL,Northern District of Illinois,Male,61285
232,FCI THREE RIVERS,1298,Suspended,2024-02-03 19:51:56 PST,"US HIGHWAY 72 WEST, THREE RIVERS, TX 78071",South Central Region,Live Oak,Southern Texas,Male,78071
233,FCI TUCSON,322,Suspended,2024-02-03 19:52:12 PST,"8901 S. WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male and Female,85756
234,USP TUCSON,1334,Suspended,2024-02-03 19:52:28 PST,"9300 SOUTH WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male,85756
235,FCI VICTORVILLE MEDIUM I,1598,Not Suspended,2024-02-03 19:52:46 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male and Female,92394
236,FCI VICTORVILLE MEDIUM II,1372,Not Suspended,2024-02-03 19:53:02 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male,92394
237,USP VICTORVILLE,1197,Not Suspended,2024-02-03 19:53:19 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,San Bernardino,Central California,Male,92394
238,FCI WASECA,768,Not Suspended,2024-02-03 19:53:35 PST,"1000 UNIVERSITY DR, SW, WASECA, MN 56093",North Central Region,Waseca,Minnesota,Female,56093
239,FCI WILLIAMSBURG,1256,Not Suspended,2024-02-03 19:53:52 PST,"8301 HIGHWAY 521, SALTERS, SC 29590",Southeast Region,Williamsburg,South Carolina,Male,29590
240,FPC YANKTON,430,Not Suspended,2024-02-03 19:54:08 PST,"1016 DOUGLAS AVENUE, YANKTON, SD 57078",North Central Region,Yankton,South Dakota,Male,57078
241,FCI YAZOO CITY MEDIUM,1328,Not Suspended,2024-02-03 19:54:24 PST,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
242,FCI YAZOO CITY LOW,1386,Not Suspended,2024-02-03 19:54:41 PST,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
243,USP YAZOO CITY,1485,Not Suspended,2024-02-03 19:54:57 PST,"2225 HALEY BARBOUR PKWY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
244,FPC ALDERSON,708,Not Suspended,2024-02-20 10:12:43 PST,"GLEN RAY RD. BOX A, ALDERSON, WV 24910",Mid-Atlantic Region,GREENBRIER,Southern West Virginia,Female,24910
245,FCI ALICEVILLE,1561,Not Suspended,2024-02-20 10:13:00 PST,"11070 HIGHWAY 14, ALICEVILLE, AL 35442",Southeast Region,PICKENS,Northern District of Alabama,Female,35442
246,FCI ALLENWOOD LOW,979,Not Suspended,2024-02-20 10:13:17 PST,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,UNION,Middle Pennsylvania,Male,17810
247,FCI ALLENWOOD MEDIUM,1261,Not Suspended,2024-02-20 10:13:33 PST,"RT 15, 2 MI N OF ALLENWOOD, WHITE DEER, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male,17810
248,USP ALLENWOOD,277,Not Suspended,2024-02-20 10:13:49 PST,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male,17810
249,FCI ASHLAND,1292,Not Suspended,2024-02-20 10:14:04 PST,"ST. ROUTE 716, ASHLAND, KY 41105",Mid-Atlantic Region,BOYD,Eastern Kentucky,Male,41105
250,USP ATLANTA,1726,Not Suspended,2024-02-20 10:14:20 PST,"601 MCDONOUGH BLVD SE, ATLANTA, GA 30315",Southeast Region,FULTON,Northern Georgia,Male,30315
251,USP ATWATER,1163,Not Suspended,2024-02-20 10:14:36 PST,"1 FEDERAL WAY, ATWATER, CA 95301",Western Region,MERCED,Eastern California,Male,95301
252,FCI BASTROP,1051,Not Suspended,2024-02-20 10:14:51 PST,"1341 HIGHWAY 95 NORTH, BASTROP, TX 78602",South Central Region,Bastrop,Western Texas,Male,78602
253,FCI BEAUMONT LOW,1973,Not Suspended,2024-02-20 10:15:07 PST,"5560 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
254,FCI BEAUMONT MEDIUM,1618,Not Suspended,2024-02-20 10:15:22 PST,"5830 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
255,USP BEAUMONT,1131,Not Suspended,2024-02-20 10:15:38 PST,"6200 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
256,FCI BECKLEY,1632,Not Suspended,2024-02-20 10:15:54 PST,"1600 INDUSTRIAL ROAD, BEAVER, WV 25813",Mid-Atlantic Region,Raleigh,Southern West Virginia,Male,25813
257,FCI BENNETTSVILLE,1656,Not Suspended,2024-02-20 10:16:10 PST,"696 MUCKERMAN ROAD, BENNETTSVILLE, SC 29512",Southeast Region,Marlboro,South Carolina,Male,29512
258,FCI BERLIN,793,Not Suspended,2024-02-20 10:16:26 PST,"1 SUCCESS LOOP ROAD, BERLIN, NH 03570",Northeast Region,COOS COUNTY,District of New Hampshire,Male,03570
259,USP BIG SANDY,1380,Suspended,2024-02-20 10:16:41 PST,"1197 AIRPORT ROAD, INEZ, KY 41224",Mid-Atlantic Region,Martin,Eastern Kentucky,Male,41224
260,FCI BIG SPRING,1018,Not Suspended,2024-02-20 10:16:57 PST,"1900 SIMLER AVE, BIG SPRING, TX 79720",South Central Region,HOWARD,Northern Texas,Male,79720
261,MDC BROOKLYN,1417,Not Suspended,2024-02-20 10:17:13 PST,"80 29TH STREET, BROOKLYN, NY 11232",Northeast Region,KINGS,Eastern New York,Male and Female,11232
262,FPC BRYAN,688,Not Suspended,2024-02-20 10:17:28 PST,"1100 URSULINE AVENUE, BRYAN, TX 77803",South Central Region,BRAZOS,Southern Texas,Female,77803
263,FCI BUTNER MEDIUM II,1389,Not Suspended,2024-02-20 10:17:44 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
264,FCI BUTNER LOW,952,Not Suspended,2024-02-20 10:18:00 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
265,FCI BUTNER MEDIUM I,874,Not Suspended,2024-02-20 10:18:15 PST,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
266,FMC BUTNER,834,Not Suspended,2024-02-20 10:18:31 PST,"OLD N. CAROLINA HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,Granville,Eastern North Carolina,Male,27509
267,USP CANAAN,1264,Suspended,2024-02-20 10:18:47 PST,"3057 ERIC J. WILLIAMS, WAYMART, PA 18472",Northeast Region,WAYNE,Middle Pennsylvania,Male,18472
268,FMC CARSWELL,967,Not Suspended,2024-02-20 10:19:03 PST,"NAVAL AIR STATION, FORT WORTH, TX 76127",South Central Region,TARRANT,Northern Texas,Female,76127
269,MCC CHICAGO,518,Not Suspended,2024-02-20 10:19:18 PST,"71 WEST VAN BUREN STREET, CHICAGO, IL 60605",North Central Region,COOK,Northern Illinois,Male and Female,60605
270,FCI COLEMAN LOW,2046,Suspended,2024-02-20 10:19:34 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
271,FCI COLEMAN MEDIUM,1566,Suspended,2024-02-20 10:19:50 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
272,USP COLEMAN II,1150,Not Suspended,2024-02-20 10:20:05 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
273,USP COLEMAN I,1413,Not Suspended,2024-02-20 10:20:21 PST,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
274,FCI CUMBERLAND,1056,Not Suspended,2024-02-20 10:20:38 PST,"14601 BURBRIDGE RD SE, CUMBERLAND, MD 21502",Mid-Atlantic Region,Allegany,Maryland,Male,21502
275,FCI DANBURY,1052,Not Suspended,2024-02-20 10:20:53 PST,"33 1/2 PEMBROKE STATION, DANBURY, CT 06811",Northeast Region,FAIRFIELD,Connecticut,Male and Female,06811
276,FMC DEVENS,907,Not Suspended,2024-02-20 10:21:09 PST,"42 PATTON ROAD, AYER, MA 01432",Northeast Region,MIDDLESEX,Massachusetts,Male,01432
277,FCI DUBLIN,667,Not Suspended,2024-02-20 10:21:24 PST,"5701 8TH ST - CAMP PARKS, DUBLIN, CA 94568",Western Region,Alameda,Northern California,Female,94568
278,FPC DULUTH,444,Not Suspended,2024-02-20 10:21:41 PST,"4464 RALSTON DRIVE, DULUTH, MN 55811",North Central Region,SAINT LOUIS,Minnesota,Male,55811
279,FCI EDGEFIELD,2064,Not Suspended,2024-02-20 10:21:56 PST,"501 GARY HILL ROAD, EDGEFIELD, SC 29824",Southeast Region,Edgefield,South Carolina,Male,29824
280,FCI EL RENO,1209,Not Suspended,2024-02-20 10:22:12 PST,"4205 HIGHWAY 66 WEST, EL RENO, OK 73036",South Central Region,CANADIAN,Western Oklahoma,Male,73036
281,FCI ELKTON,1867,Not Suspended,2024-02-20 10:22:27 PST,"8730 SCROGGS ROAD, LISBON, OH 44432",Northeast Region,COLUMBIANA,Northern Ohio,Male,44432
